boro,boardNumber,agencyAcronym,responseId,communityBoardID,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,siteAddress,siteSiteName,siteFacilityName,siteCrossStreet1,siteCrossStreet2,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,currentFYRanking
Bronx,5,DOT,650,BX5,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new step streets,Repair or build new step streets,,"Create Step Street at Kingsland Place (between West Tremont Avenue and Harrison Avenue) This location is in poor condition. DOT has paved and resurfaced this location in the prior fiscal year, however it remains unsafe and is heavily usedby pedestrians and children. Creating a step street would improve pedestrian mobility.  Access now is dangerous for those that are mobility impaired. Repaving/reconstruction should make the step street ADA-compliant.",Yes,,Kingsland Place,,West Tremont Avenue,West Tremont Avenue,,,,,,,,,27
Bronx,8,DOT,651,BX8,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new step streets,Repair or build new step streets,,Reconstruct the step street:  Van Cortlandt Park South Step Street: Reconstruct the step street from Van Cortlandt Park South to Gale Place.,No,,,,,,,,,,,,,,3
Brooklyn,10,DOT,652,BK10,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new step streets,Repair or build new step streets,,"The 76th Street Step Street remains in poor condition.  Although DOT performed some minor repairs, a complete restoration IS needed.  The sewer infrastructure beneath the steps overflows during heavy rains making the step street unsafe to traverse.  Additionally, the fence and handrails need painting and repair> The landscaped areas and large trees create an unsafe condition for pedestrians.  The area must be rehabilitated to include drainage and native plantings to improve storm water runoff. Additional lighting is needed for safety. ",Yes,,76 Street,76 Street Step Street,Colonial Road,Colonial Road,,,,,,,,,10
Queens,3,DOT,653,QN3,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new step streets,Repair or build new step streets,,"Redesign Step Street at Butler/Ditmars Blvd. and 25th Ave.  Explanation:  The 25th Ave step street could use a face-lift, which would entail improved lighting, seating areas, pruning and planting of additional greenery. The proposed enhancements would attract more users of this important public space.",Yes,25 Avenue and Butler Street,25 Avenue and Butler Street,,,,,,,,,,,,17
Brooklyn,10,DOT,654,BK10,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new seawalls or bulkheads,Repair or build new seawalls or bulkheads,,Initiate immediate engineering drainage study of Belt Parkway Infrastructure to address recurring flooding during heavy rain events. The Belt Parkway is an important thoroughfare and a study should commence to determine if current drainage infrastructure is in need of upgrades. ,No,,,,,,,,,,,,,,1
Brooklyn,13,DOT,655,BK13,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new seawalls or bulkheads,Repair or build new seawalls or bulkheads,,"We need to upgrade our seawalls and bulkheads.  After Superstorm Sandy, our seawalls and bulkheads could not hold back the tides.  We have to upgrade them before the next storm comes.",No,,,,,,,,,,,,,,5
Queens,1,DOT,656,QN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new seawalls or bulkheads,Repair or build new seawalls or bulkheads,,"Socrates Sculpture Park located at 32-01 Vernon Boulevard, Long Island City is a community engaged waterfront park. Artists create and have presentations of their works in a public art space. Socrates Sculpture Park was a waterfront landfill and illegal dumpsite until 1986 when a coalition of artists and community members converted it into an open studio and exhibition space for artists. Today, Socrates is an internationally renowned outdoor museum and a designated New York City public park. The seawall is in need of dire repair.  These repairs must be made to protect the works of art displayed at the space. Water damage to the space would be catastrophic.",Yes,32-10 Vernon Blvd.,Vernon Blvd.,Socratese Sculpture Park,,,,,,,,,,,6
Queens,1,DOT,657,QN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new seawalls or bulkheads,Repair or build new seawalls or bulkheads,,"Whitey Ford Field is a Baseball Field located at 26th Avenue & 2nd Street, Astoria on the Hallet's Point Peninsula.  The Park has undergone a major overhaul that included new bleachers and fences, the re-sodding of the grass and the construction of a new baseball dugout. Whitey Ford was an Astorian who, after signing with the Yankees in 1947, was a Cy Young Award winner, and six-time World Series Champion & known as one of the greatest pitchers in Yankee History. In August 2000, this field overlooking the East River with a magnificent view was dedicated in his honor. The ball field is highly utilized and requires the seawall repair to protect the investment made in upgrading this immensely utilized park. Every effort must be made to provide, protect and maintain waterfront access areas.",Yes,"26th Avenue 2nd Street, Hallets Point","2nd Street, Hallets Point",Whitey Ford Field,,,,,,,,,,,9
Queens,2,DOT,658,QN2,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new seawalls or bulkheads,Repair or build new seawalls or bulkheads,,"Fix collapsed bulkhead at 29th Street, Dutch Kills",No,,,,,,,,,,,,,,11
Queens,10,DOT,659,QN10,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new seawalls or bulkheads,Repair or build new seawalls or bulkheads,,Harden coastal protection including bulkheads where parkland abuts city streets and all other roadway stub ends.,No,,,,,,,,,,,,,,3
Queens,14,DOT,660,QN14,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Repair or build new seawalls or bulkheads,Repair or build new seawalls or bulkheads,,repair/replace bulkheads/seawalls  at all street ends in CB14   Rockaway and Broad channel WITH PRIORTY TO Seawall in Bayswater - 56941037900,Yes,,,Jamaica bay,,,,,,,,,,,2
Bronx,4,DCAS,661,BX4,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Department of Citywide Administrative Services (DCAS),Capital,Community board facilities and staff,"Renovate, upgrade or provide new community board facilities and equipment","Renovate, upgrade or provide new community board facilities and equipment",,"Community Boards play an integral role in dealing with land use and zoning matters, the City budget, municipal service delivery and many other matters critical to the quality of life of thousands of area residents.  Our current location does not allow for such engagement, as mandated by the NYC Charter.  We are currently located on the 11th floor of a residential building in (2) apartments adapted for office use.  We respectfully request relocation of the Board office to a location more suitable for the agency's mission. We have had discussions with the Bronx Point development team as well the developer of Concourse Village West. Furthermore we request that the future redevelopment of any city-owned property be given consideration for new relocation ",Yes,575 Exterior Street,,Bronx Point,,,,,,,,,,,6
Bronx,12,DCAS,662,BX12,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Department of Citywide Administrative Services (DCAS),Capital,Community board facilities and staff,"Renovate, upgrade or provide new community board facilities and equipment","Renovate, upgrade or provide new community board facilities and equipment",,Community Board 12 is an incredible resource to the community at large.  We are fortunate to be a building that has an open space.  For the last several years CB12 has poured money into upgrading our technology and facilities.  We still require more funding to upgrade our windows and lighting in the Carriage House.  We are also asking for DCAS to make the Carriage House a Public Assembly space with the proper DOB permits.,Yes,4101 White Plains Rd,,,,,,,,,,,,,2
Brooklyn,5,DCAS,663,BK5,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Department of Citywide Administrative Services (DCAS),Capital,Community board facilities and staff,"Renovate, upgrade or provide new community board facilities and equipment","Renovate, upgrade or provide new community board facilities and equipment",,"127 Pennsylvania Avenue - The NYPD Community Center / CB5 Office was renovated and re-opened in 2019.  However, there are still pending structural issues that cause ceiling flooding and other structural issues.     The building is now fully occupied and active with children, young adults and older adults on a daily basis.  Additionally there is the full District Office of Brooklyn, Community Board 5 and NYPD officers of varying ranks from Youth Strategies, Community Affairs, and School Safety also in the building daily.  The pending structural issues are a serious cause for concern and potential hazard.  It would be tragic to not address these issues now and avoid any further damage to this site.",Yes,127 Pennsylvania Avenue,,NYPD Community Center,,,,,,,,,,,1
Brooklyn,6,DCAS,664,BK6,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Department of Citywide Administrative Services (DCAS),Capital,Community board facilities and staff,"Renovate, upgrade or provide new community board facilities and equipment","Renovate, upgrade or provide new community board facilities and equipment",,"Sufficient funds are requested for the design and construction of a window replacement project for 250 Baltic Street in the Cobble Hill Historic District. This 1936 building still has the original single-paned and uninsulated windows making them highly inefficient energy-wasting devices which negatively contribute to the building  tenants' comfort and safety. Modern, energy- efficient windows appropriately designed to  area's historic district would go a long way toward reducing heating and cooling costs, improving safety, and creating a vastly improved work environment for the State, City and non- profit entities that occupy the space in this City- owned building. While the City-State have talked about changing ownership status of this building for more than a decade, it will crumble",No,,,,,,,,,,,,,,9
Brooklyn,7,DCAS,665,BK7,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Department of Citywide Administrative Services (DCAS),Capital,Community board facilities and staff,"Renovate, upgrade or provide new community board facilities and equipment","Renovate, upgrade or provide new community board facilities and equipment",,Purchase fixed and portable equipment to allow Community Board 7/Brooklyn to hold blended meetings in the board and in locations around the district,No,,,,,,,,,,,,,,3
Brooklyn,7,DCAS,666,BK7,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Department of Citywide Administrative Services (DCAS),Capital,Community board facilities and staff,"Renovate, upgrade or provide new community board facilities and equipment","Renovate, upgrade or provide new community board facilities and equipment",,"Rehabilitate Community Board 7 rest rooms (to ensure ADA compliance), lobby, plumbing, electrical and hvac systems and security.  CB 7, despite being in a city-owned building, is not ADA-compliant.  DCAS has had the money for almost a decade.  This is an embarrassment to NYC.",Yes,4201 4 Avenue,4 Avenue,,,,,,,,,,,,13
